subject,SO_Source_Distance,Source,SO,pre_post,Outflow_peak
41,2,1,3,1,0.844236934981037
41,2,1,3,2,0.839489809906037
41,1,2,3,1,0.847504495049788
41,1,2,3,2,0.847784957623509
41,0,3,3,1,0.851889216229551
41,0,3,3,2,0.850712906353994
41,1,4,3,1,0.840654601542827
41,1,4,3,2,0.837229791086367
41,3,1,4,1,0.842304848826068
41,3,1,4,2,0.837918038790045
41,2,2,4,1,0.847896857904729
41,2,2,4,2,0.845052877654523
41,1,3,4,1,0.852619839505373
41,1,3,4,2,0.85186302323588
41,0,4,4,1,0.847169678977163
41,0,4,4,2,0.847109447450371
42,0,1,1,1,0.851462864128731
42,0,1,1,2,0.852358189058821
42,1,2,1,1,0.849076618232933
42,1,2,1,2,0.845585281828551
42,2,3,1,1,0.842815426687282
42,2,3,1,2,0.839942577908517
42,3,4,1,1,0.824585866627469
42,1,1,2,1,0.85129577487398
42,1,1,2,2,0.844323105964134
42,0,2,2,1,0.855335047111452
42,0,2,2,2,0.850739548103968
42,1,3,2,1,0.851708454235677
42,1,3,2,2,0.848103835216618
42,2,4,2,1,0.833465157190053
42,2,1,3,1,0.845466192135289
42,2,1,3,2,0.839364869456347
42,1,2,3,1,0.854249556825705
42,1,2,3,2,0.849987738190514
42,0,3,3,2,0.851619592964387
42,1,4,3,1,0.850434238646834
42,1,4,3,2,0.84102354081205
42,3,1,4,1,0.844433341135842
42,3,1,4,2,0.838626408084862
42,2,2,4,1,0.850863109082269
42,2,2,4,2,0.849469212461618
42,1,3,4,2,0.852343188984648
42,0,4,4,1,0.853346497933576
42,0,4,4,2,0.847159354205386
43,0,1,1,1,0.848081909704624
43,0,1,1,2,0.848323003502447
43,1,2,1,1,0.846638711053866
43,1,2,1,2,0.844942818502023
43,2,3,1,1,0.842530433339586
43,2,3,1,2,0.837310898367034
43,1,1,2,1,0.85019120998261
43,1,1,2,2,0.846155428075463
43,0,2,2,1,0.853827690621932
43,0,2,2,2,0.850872160715456
43,1,3,2,1,0.853273228441942
43,1,3,2,2,0.847675002719699
43,2,4,2,1,0.831357035621617
43,2,1,3,1,0.845494856547564
43,2,1,3,2,0.841810530057662
43,1,2,3,1,0.854492233181848
43,1,2,3,2,0.853578775950363
43,0,3,3,1,0.85524722073091
43,0,3,3,2,0.85321838470888
43,1,4,3,1,0.84547921852599
43,1,4,3,2,0.839299434192642
43,3,1,4,1,0.846314101031813
43,3,1,4,2,0.840113619216779
43,2,2,4,1,0.853684080047825
43,2,2,4,2,0.853925353106931
43,1,3,4,1,0.854160422749235
43,1,3,4,2,0.852896809093837
43,0,4,4,1,0.847590398079608
43,0,4,4,2,0.845051162398374
44,0,1,1,1,0.845314338831621
44,0,1,1,2,0.846134528648625
44,1,2,1,1,0.839184903194226
44,1,2,1,2,0.837132121006925
44,2,3,1,1,0.841912716333737
44,2,3,1,2,0.840436786730004
44,3,4,1,1,0.831220115363924
44,3,4,1,2,0.827351055980314
44,1,1,2,1,0.842880743790152
44,1,1,2,2,0.841171730609093
44,0,2,2,1,0.849134435757644
44,0,2,2,2,0.845760676032714
44,1,3,2,1,0.852828893998608
44,1,3,2,2,0.849951155999962
44,2,4,2,1,0.84183746377435
44,2,4,2,2,0.837389425808273
44,2,1,3,1,0.843447635530562
44,2,1,3,2,0.839393679602742
44,1,2,3,1,0.852629525570603
44,1,2,3,2,0.850117815344247
44,0,3,3,2,0.854889152112221
44,1,4,3,1,0.851550901015717
44,1,4,3,2,0.848151433531423
44,3,1,4,1,0.841725809903743
44,3,1,4,2,0.833235626858971
44,2,2,4,1,0.849222276788811
44,2,2,4,2,0.846899839991207
44,1,3,4,1,0.855820633531562
44,1,3,4,2,0.8541322868276
44,0,4,4,1,0.851867201296734
44,0,4,4,2,0.847725140884908
45,0,1,1,1,0.849224808005027
45,0,1,1,2,0.850787038472429
45,1,2,1,1,0.846532369595824
45,1,2,1,2,0.844260036220296
45,2,3,1,1,0.842400604660274
45,2,3,1,2,0.837235107071852
45,3,4,1,1,0.831963348617417
45,1,1,2,1,0.84919568777069
45,1,1,2,2,0.848469462333575
45,0,2,2,1,0.852838246140918
45,0,2,2,2,0.851636488183639
45,1,3,2,1,0.852881118611204
45,1,3,2,2,0.849205014898827
45,2,4,2,1,0.837543969818041
45,2,4,2,2,0.830149565104315
45,2,1,3,1,0.845421020190816
45,2,1,3,2,0.842547552103157
45,1,2,3,1,0.852437334245348
45,1,2,3,2,0.849490635586223
45,0,3,3,1,0.856025000325319
45,0,3,3,2,0.853401501816316
45,1,4,3,1,0.849621165476545
45,1,4,3,2,0.844442926099134
45,3,1,4,1,0.844669801631736
45,3,1,4,2,0.839412889882572
45,2,2,4,1,0.850222649897691
45,2,2,4,2,0.848369102527356
45,1,3,4,2,0.853347435305739
45,0,4,4,1,0.855019066562971
45,0,4,4,2,0.848056563165304
46,0,1,1,1,0.85197013384506
46,0,1,1,2,0.850511127543892
46,1,2,1,1,0.846110733090409
46,1,2,1,2,0.841601324785137
46,2,3,1,1,0.850382099083244
46,2,3,1,2,0.846874341754068
46,3,4,1,1,0.835773030193478
46,3,4,1,2,0.827285771414401
46,1,1,2,1,0.850792697272675
46,1,1,2,2,0.848321345599877
46,0,2,2,1,0.848114195150258
46,0,2,2,2,0.843908394330587
46,1,3,2,1,0.852381419792188
46,1,3,2,2,0.85164053488566
46,2,4,2,1,0.839356166324697
46,2,4,2,2,0.834812365856864
46,2,1,3,1,0.849685898135586
46,2,1,3,2,0.844832841744957
46,1,2,3,1,0.845250584825998
46,1,2,3,2,0.842959935132911
46,0,3,3,1,0.855769596502506
46,0,3,3,2,0.852762432543092
46,1,4,3,1,0.845731122807274
46,1,4,3,2,0.840734468301941
46,3,1,4,1,0.849112323055108
46,3,1,4,2,0.844214726092019
46,2,2,4,1,0.847740883109318
46,2,2,4,2,0.841802668286843
46,1,3,4,1,0.854486675390138
46,1,3,4,2,0.853387475071761
46,0,4,4,1,0.84818038271656
46,0,4,4,2,0.843726025247565
47,0,1,1,1,0.847155480937882
47,0,1,1,2,0.847918764136295
47,1,2,1,1,0.83827153477125
47,1,2,1,2,0.835552373616879
47,2,3,1,1,0.84539660458791
47,2,3,1,2,0.838795209362303
47,3,4,1,1,0.830782820721406
47,1,1,2,1,0.848630759203958
47,1,1,2,2,0.843817622409672
47,0,2,2,1,0.843443513378522
47,0,2,2,2,0.840488092842275
47,1,3,2,1,0.849972290304238
47,1,3,2,2,0.845816215202116
47,2,4,2,1,0.837928588141427
47,2,4,2,2,0.830835271954009
47,2,1,3,1,0.848042175895164
47,2,1,3,2,0.84457396246145
47,1,2,3,1,0.846014421030172
47,1,2,3,2,0.841465303870642
47,0,3,3,1,0.854823506625536
47,0,3,3,2,0.851704397388493
47,1,4,3,1,0.850845204725751
47,1,4,3,2,0.845448469705735
47,3,1,4,1,0.847224856864723
47,3,1,4,2,0.844502279611538
47,2,2,4,1,0.845899102533215
47,2,2,4,2,0.840466753850755
47,1,3,4,1,0.856038853065482
47,1,3,4,2,0.852087909624312
47,0,4,4,1,0.853304494327862
47,0,4,4,2,0.847455402849695
48,0,1,1,1,0.839775862127703
48,0,1,1,2,0.831172508501973
48,1,2,1,1,0.836288622670007
48,1,2,1,2,0.830860725880011
48,2,3,1,1,0.841129518769965
48,2,3,1,2,0.840022380665556
48,3,4,1,1,0.839219693906333
48,1,1,2,1,0.836043966552582
48,1,1,2,2,0.843986018538822
48,0,2,2,1,0.850337000683037
48,0,2,2,2,0.849892800256665
48,1,3,2,1,0.852920167399956
48,1,3,2,2,0.845497750927442
48,2,4,2,1,0.840180188449616
48,2,4,2,2,0.836678539232242
48,2,1,3,1,0.833586742264241
48,2,1,3,2,0.841189375571153
48,1,2,3,1,0.848714486747926
48,1,2,3,2,0.844892653387282
48,0,3,3,1,0.849415365727672
48,0,3,3,2,0.850697315763655
48,1,4,3,1,0.839462068002301
48,1,4,3,2,0.843218208805417
48,3,1,4,2,0.827627846182854
48,2,2,4,1,0.839692031045476
48,1,3,4,1,0.84861136284834
48,1,3,4,2,0.838979685752416
48,0,4,4,1,0.85098999219461
48,0,4,4,2,0.83564386755857
49,0,1,1,1,0.853041845162125
49,0,1,1,2,0.853016861505894
49,1,2,1,1,0.846320008093021
49,1,2,1,2,0.841312119653591
49,2,3,1,1,0.83796086339511
49,2,3,1,2,0.828302355906755
49,1,1,2,1,0.849881863022155
49,1,1,2,2,0.845631094219388
49,0,2,2,1,0.854726864491502
49,0,2,2,2,0.849652233671965
49,1,3,2,1,0.852627283285304
49,1,3,2,2,0.846557790581945
49,2,4,2,1,0.844513093479846
49,2,4,2,2,0.830150586025919
49,2,1,3,1,0.845868585560951
49,2,1,3,2,0.845182762295627
49,1,2,3,2,0.852081424408351
49,0,3,3,2,0.854026835196796
49,1,4,3,2,0.850123123230836
49,3,1,4,1,0.851384118704659
49,3,1,4,2,0.840494433997381
49,2,2,4,2,0.850319126463966
49,0,4,4,2,0.854856301063591
50,0,1,1,1,0.854111896121509
50,0,1,1,2,0.852654183742317
50,1,2,1,1,0.853534700798367
50,1,2,1,2,0.849827839434261
50,2,3,1,1,0.850109486889069
50,2,3,1,2,0.842534059702481
50,3,4,1,1,0.828724340623773
50,1,1,2,1,0.856183608223487
50,1,1,2,2,0.851120775302425
50,0,2,2,2,0.855715226797299
50,1,3,2,2,0.854183273936011
50,2,4,2,1,0.842957786370005
50,2,4,2,2,0.829879922525185
50,2,1,3,1,0.850471369742513
50,2,1,3,2,0.844052198615738
50,1,2,3,2,0.854855272432311
50,1,4,3,1,0.854536198558446
50,1,4,3,2,0.853055723521138
50,3,1,4,1,0.845611768224461
50,3,1,4,2,0.839526261687679
50,2,2,4,1,0.852166961764168
50,2,2,4,2,0.848056930569666
50,0,4,4,1,0.855167215242897
50,0,4,4,2,0.854629608950787
51,0,1,1,1,0.849921279488946
51,0,1,1,2,0.850262357764821
51,1,2,1,1,0.845510138680192
51,1,2,1,2,0.842622645892165
51,2,3,1,1,0.844261604515499
51,2,3,1,2,0.83905035430954
51,1,1,2,1,0.851579350469766
51,1,1,2,2,0.848049547348065
51,0,2,2,1,0.853394385650103
51,0,2,2,2,0.850341158062755
51,1,3,2,1,0.853572287305352
51,1,3,2,2,0.849587186367791
51,2,4,2,1,0.833260349818361
51,2,1,3,1,0.853302209968971
51,2,1,3,2,0.844469143777497
51,1,2,3,1,0.853743777744391
51,1,2,3,2,0.849808182064299
51,0,3,3,1,0.855711904555444
51,0,3,3,2,0.853211151662892
51,1,4,3,1,0.843974689995575
51,1,4,3,2,0.837720084066631
51,3,1,4,1,0.848030705224429
51,3,1,4,2,0.840051473263696
51,2,2,4,1,0.851876974677153
51,2,2,4,2,0.847209189931515
51,1,3,4,1,0.855686945230313
51,1,3,4,2,0.854379808747574
51,0,4,4,1,0.851538372868108
51,0,4,4,2,0.849383825001497
52,0,1,1,1,0.852737371399043
52,0,1,1,2,0.849662686152464
52,1,2,1,1,0.849733335604392
52,1,2,1,2,0.844508468114843
52,2,3,1,1,0.841706470639908
52,2,3,1,2,0.83264580464613
52,3,4,1,1,0.825665630028138
52,1,1,2,1,0.850281826754952
52,1,1,2,2,0.84687914074586
52,0,2,2,1,0.852227189058534
52,0,2,2,2,0.848471698777851
52,1,3,2,1,0.846917360147637
52,1,3,2,2,0.843025015804841
52,2,4,2,1,0.836955176302164
52,2,1,3,1,0.845795056203254
52,2,1,3,2,0.846748859326795
52,1,2,3,1,0.850642464090325
52,1,2,3,2,0.848943881555131
52,0,3,3,1,0.851256479240593
52,0,3,3,2,0.849213103934394
52,1,4,3,1,0.843779325572188
52,1,4,3,2,0.84022122755964
52,3,1,4,1,0.846389241835091
52,3,1,4,2,0.841926158305202
52,2,2,4,1,0.848497860230062
52,2,2,4,2,0.846840405347327
52,1,3,4,1,0.850152105190063
52,1,3,4,2,0.850473862437125
52,0,4,4,1,0.843590695982165
52,0,4,4,2,0.838091791572408
53,0,1,1,1,0.849507976598127
53,0,1,1,2,0.847633197900921
53,1,2,1,1,0.845816254146873
53,1,2,1,2,0.842462332272506
53,2,3,1,1,0.844048615664325
53,2,3,1,2,0.830123582843436
53,3,4,1,1,0.84098368956469
53,3,4,1,2,0.829002463937986
53,1,1,2,1,0.848018948944773
53,1,1,2,2,0.844230007959704
53,0,2,2,1,0.845316834656995
53,0,2,2,2,0.84530621578963
53,1,3,2,1,0.851033749134398
53,1,3,2,2,0.838877032717573
53,2,4,2,1,0.841234057397335
53,2,4,2,2,0.825495647599424
53,2,1,3,1,0.849701828526927
53,2,1,3,2,0.844464986798009
53,1,2,3,1,0.849001407251085
53,1,2,3,2,0.841875530100529
53,0,3,3,1,0.855027249172472
53,0,3,3,2,0.851838647660482
53,1,4,3,1,0.853127127683301
53,1,4,3,2,0.851393073158824
53,3,1,4,1,0.823410636113861
53,3,1,4,2,0.828930773003225
53,2,2,4,1,0.835376148933286
53,1,3,4,1,0.843979194973718
53,1,3,4,2,0.835926337399619
53,0,4,4,1,0.848762085753911
53,0,4,4,2,0.840783741174835
54,0,1,1,1,0.850268874155926
54,0,1,1,2,0.849409841487258
54,1,2,1,1,0.844222944976247
54,1,2,1,2,0.841267622037073
54,2,3,1,1,0.838453857717209
54,2,3,1,2,0.834434355919292
54,1,1,2,1,0.850589081415646
54,1,1,2,2,0.847445888164353
54,0,2,2,1,0.851395300549265
54,0,2,2,2,0.847748660471483
54,1,3,2,1,0.850891129738502
54,1,3,2,2,0.84710776651041
54,2,4,2,1,0.833103198096769
54,2,1,3,1,0.85126943753769
54,2,1,3,2,0.846126985681616
54,1,2,3,1,0.85043709892372
54,1,2,3,2,0.846846346935235
54,0,3,3,1,0.853551128488852
54,0,3,3,2,0.852997400648048
54,1,4,3,1,0.844015618875667
54,1,4,3,2,0.839650283104328
54,3,1,4,1,0.847357326148066
54,3,1,4,2,0.842413249784647
54,2,2,4,1,0.844633654586171
54,2,2,4,2,0.844166423542558
54,1,3,4,1,0.853136142555326
54,1,3,4,2,0.851690397646584
54,0,4,4,1,0.851720802639946
54,0,4,4,2,0.847185795101275
55,0,1,1,1,0.824314868922542
55,1,2,1,1,0.837876217192253
55,1,2,1,2,0.837074032714033
55,2,3,1,1,0.842241882308443
55,2,3,1,2,0.840043193870486
55,3,4,1,1,0.828622251640249
55,1,1,2,1,0.828609524569232
55,0,2,2,1,0.841542606576027
55,0,2,2,2,0.839251661713251
55,1,3,2,1,0.841493100839478
55,1,3,2,2,0.839047267449003
55,2,4,2,1,0.829543004316301
55,1,2,3,1,0.840805796374867
55,1,2,3,2,0.833748844436091
55,0,3,3,1,0.853773247647715
55,0,3,3,2,0.853639543598195
55,1,4,3,1,0.849764531639104
55,1,4,3,2,0.846356251715632
55,2,2,4,1,0.840223494097609
55,2,2,4,2,0.832826215780405
55,1,3,4,1,0.853285151298309
55,1,3,4,2,0.853497811530199
55,0,4,4,1,0.849354191920736
55,0,4,4,2,0.847027895023723
56,0,1,1,1,0.85020232978683
56,0,1,1,2,0.84694552529993
56,1,2,1,1,0.8458774810077
56,1,2,1,2,0.839707233670525
56,2,3,1,1,0.842960600841356
56,2,3,1,2,0.83725428808306
56,3,4,1,1,0.831769501816468
56,1,1,2,1,0.852508566183445
56,1,1,2,2,0.849400800913565
56,0,2,2,1,0.852810557060499
56,0,2,2,2,0.84861003704344
56,1,3,2,1,0.851592244249383
56,1,3,2,2,0.847920982017281
56,2,4,2,1,0.838781595116389
56,2,4,2,2,0.82345874339456
56,2,1,3,1,0.851624005310227
56,2,1,3,2,0.849279640270415
56,1,2,3,1,0.853245385755328
56,1,2,3,2,0.851823479172284
56,0,3,3,1,0.855832113066156
56,0,3,3,2,0.853630616972232
56,1,4,3,1,0.848650663918991
56,1,4,3,2,0.840667881697326
56,3,1,4,1,0.848972632835295
56,3,1,4,2,0.846663432191066
56,2,2,4,1,0.850749989923641
56,2,2,4,2,0.847939469002903
56,1,3,4,1,0.85493444013026
56,1,3,4,2,0.853642544602209
56,0,4,4,1,0.8512263476246
56,0,4,4,2,0.848579794193651
57,0,1,1,1,0.853433052238795
57,0,1,1,2,0.85411756785093
57,1,2,1,1,0.851662894894529
57,1,2,1,2,0.850592732094972
57,2,3,1,1,0.852431871905905
57,2,3,1,2,0.849610201700972
57,3,4,1,1,0.841939582871869
57,3,4,1,2,0.838122157700364
57,1,1,2,1,0.854854147242754
57,1,1,2,2,0.853232212262755
57,0,2,2,1,0.855427809103422
57,0,2,2,2,0.853930625227545
57,1,3,2,2,0.853614887158545
57,2,4,2,1,0.848205667691838
57,2,4,2,2,0.844322043428474
57,2,1,3,1,0.85273364522354
57,2,1,3,2,0.850651264523725
57,1,2,3,1,0.853783112541876
57,1,2,3,2,0.853267803080522
57,0,3,3,2,0.856111234851233
57,1,4,3,1,0.852309107936989
57,1,4,3,2,0.849979151692254
57,3,1,4,1,0.852064117270446
57,3,1,4,2,0.85080817068965
57,2,2,4,1,0.855101533144765
57,2,2,4,2,0.853527799107409
57,0,4,4,1,0.855005522040816
57,0,4,4,2,0.853762746767093
58,0,1,1,1,0.849179859021827
58,0,1,1,2,0.847410879626793
58,1,2,1,1,0.846715613402542
58,1,2,1,2,0.843110165184075
58,2,3,1,1,0.845075983624696
58,2,3,1,2,0.838087610325069
58,3,4,1,1,0.83439067170339
58,3,4,1,2,0.823009088728402
58,1,1,2,1,0.851391406249692
58,1,1,2,2,0.847028981427514
58,0,2,2,1,0.852788684441097
58,0,2,2,2,0.848632595256803
58,1,3,2,1,0.852792507507832
58,1,3,2,2,0.84616218630603
58,2,4,2,1,0.843556348112842
58,2,4,2,2,0.831646222619974
58,2,1,3,1,0.849683456720748
58,2,1,3,2,0.841222116139471
58,1,2,3,1,0.853782907627311
58,1,2,3,2,0.847467372004087
58,0,3,3,1,0.855564494612372
58,0,3,3,2,0.852766944210989
58,1,4,3,1,0.851732029231255
58,1,4,3,2,0.842420716993749
58,3,1,4,1,0.849139435918374
58,3,1,4,2,0.843413490199886
58,2,2,4,1,0.852780382733926
58,2,2,4,2,0.84695505904559
58,1,3,4,1,0.85620013339623
58,1,3,4,2,0.85230613424639
58,0,4,4,1,0.853096560404643
58,0,4,4,2,0.845094841112989
59,0,1,1,1,0.856233409215338
59,1,2,1,1,0.855876935813586
59,1,2,1,2,0.851737303944253
59,2,3,1,1,0.853142645939969
59,2,3,1,2,0.849555375431512
59,3,4,1,1,0.840636518907796
59,3,4,1,2,0.836084122175728
59,1,1,2,2,0.854799274920843
59,0,2,2,2,0.856243173845627
59,1,3,2,2,0.854733894037782
59,2,4,2,1,0.848315458355024
59,2,4,2,2,0.845212252803416
59,2,1,3,1,0.855080167804396
59,2,1,3,2,0.850920162091936
59,1,4,3,1,0.855072088343083
59,1,4,3,2,0.853214478763225
59,3,1,4,1,0.854945628552666
59,3,1,4,2,0.851834385651978
59,0,4,4,1,0.856015265172909
59,0,4,4,2,0.853607341905168
